"Answer_ID","User","Timestamp","Question_ID","Answer"
"122761040","992181","2025-10-13 12:46:27","7397886","A"
"122761050","992171","2025-10-13 12:47:15","7397858","C"
"122761061","992137","2025-10-13 12:48:14","7397869","A"
"122761072","992137","2025-10-13 12:49:14","7397886","A"
"122761083","992137","2025-10-13 12:50:19","7397892","A"
"122761090","992137","2025-10-13 12:51:08","7397872","C"
"122761110","992190","2025-10-13 12:54:12","7397885","E"
"122761124","992190","2025-10-13 12:55:41","7397884","D"
"122761179","992190","2025-10-13 13:03:04","7397892","D"
"122761184","992159","2025-10-13 13:03:23","7397891","D"
"122761191","992190","2025-10-13 13:05:17","7397910","C"
"122761211","992197","2025-10-13 13:10:46","7397906","D"
"122761223","992163","2025-10-13 13:14:47","7397910","C"
"122761250","992200","2025-10-13 13:17:31","7397920","B"
"122761266","992200","2025-10-13 13:18:58","7397904","A"
"122761270","992200","2025-10-13 13:19:18","7397900","A"
"122761287","992163","2025-10-13 13:20:49","7397900","A"
"122761296","992163","2025-10-13 13:22:18","7397838","B"
"122761303","992206","2025-10-13 13:22:48","7397920","B"
"122761305","992205","2025-10-13 13:22:57","7397920","B"
"122761311","992206","2025-10-13 13:23:56","7397906","D"
"122761316","992205","2025-10-13 13:24:14","7397900","C"
"122761321","992205","2025-10-13 13:24:58","7397906","D"
"122761325","992206","2025-10-13 13:25:14","7397900","A"
"122761363","992182","2025-10-13 13:29:36","7397920","B"
"122761374","992182","2025-10-13 13:30:51","7397922","C"
"122761388","992182","2025-10-13 13:32:20","7397906","D"
"122761418","992211","2025-10-13 13:35:09","7397920","B"
"122761424","992148","2025-10-13 13:35:27","7397933","A"
"122761446","992211","2025-10-13 13:37:26","7397910","C"
"122761455","992212","2025-10-13 13:38:12","7397933","A"
"122761476","992219","2025-10-13 13:39:32","7397941","A"
"122761494","992212","2025-10-13 13:40:40","7397945","E"
"122761504","992210","2025-10-13 13:41:15","7397941","A"
"122761508","992151","2025-10-13 13:41:30","7397920","B"
"122761520","992212","2025-10-13 13:42:07","7397915","E"
"122761524","992219","2025-10-13 13:42:31","7397933","C"
"122761528","992151","2025-10-13 13:43:02","7397945","C"
"122761533","992210","2025-10-13 13:43:37","7397945","C"
"122761535","992198","2025-10-13 13:43:41","7397946","D"
"122761536","992212","2025-10-13 13:43:43","7397946","D"
"122761549","992151","2025-10-13 13:44:26","7397941","A"
"122761557","992222","2025-10-13 13:44:56","7397920","B"
"122761563","992212","2025-10-13 13:45:22","7397922","C"
"122761567","992210","2025-10-13 13:45:35","7397946","D"
"122761574","992226","2025-10-13 13:46:04","7397941","A"
"122761579","992132","2025-10-13 13:46:21","7397933","C"
"122761596","992132","2025-10-13 13:47:43","7397922","E"
"122761599","992222","2025-10-13 13:48:05","7397872","C"
"122761603","992212","2025-10-13 13:48:11","7397919","E"
"122761605","992198","2025-10-13 13:48:20","7397920","B"
"122761609","992220","2025-10-13 13:48:35","7397941","A"
"122761610","992226","2025-10-13 13:48:40","7397933","C"
"122761629","992230","2025-10-13 13:49:54","7397949","A"
"122761632","992193","2025-10-13 13:50:12","7397941","A"
"122761633","992198","2025-10-13 13:50:13","7397954","D"
"122761635","992212","2025-10-13 13:50:15","7397959","A"
"122761655","992193","2025-10-13 13:52:07","7397920","B"
"122761659","992231","2025-10-13 13:52:36","7397941","A"
"122761660","992213","2025-10-13 13:52:43","7397954","E"
"122761666","912835","2025-10-13 13:53:25","7397941","A"
"122761669","992132","2025-10-13 13:53:35","7397954","D"
"122761671","992230","2025-10-13 13:53:39","7397941","A"
"122761676","992132","2025-10-13 13:54:10","7397967","B"
"122761685","912835","2025-10-13 13:54:59","7397920","B"
"122761690","912835","2025-10-13 13:55:24","7397900","A"
"122761692","992230","2025-10-13 13:55:48","7397906","D"
"122761697","992231","2025-10-13 13:56:29","7397954","D"
"122761698","992223","2025-10-13 13:56:31","7397967","B"
"122761711","992223","2025-10-13 13:58:11","7397945","C"
"122761713","992220","2025-10-13 13:58:26","7397967","A"
"122761722","992231","2025-10-13 13:59:10","7397946","D"
"122761726","992132","2025-10-13 13:59:17","7397977","A"
"122761727","992224","2025-10-13 13:59:19","7397967","B"
"122761749","992213","2025-10-13 14:01:00","7397945","E"
"122761750","992224","2025-10-13 14:01:00","7397971","C"
"122761758","992132","2025-10-13 14:01:48","7397971","C"
"122761767","992224","2025-10-13 14:02:17","7397982","A"
"122761773","992167","2025-10-13 14:02:34","7397967","D"
"122761775","992213","2025-10-13 14:02:38","7397922","A"
"122761783","992212","2025-10-13 14:03:33","7397967","B"
"122761789","992212","2025-10-13 14:03:57","7397939","A"
"122761791","992231","2025-10-13 14:04:03","7397967","B"
"122761803","992141","2025-10-13 14:04:55","7397967","B"
"122761804","992234","2025-10-13 14:04:57","7397956","D"
"122761812","992167","2025-10-13 14:05:43","7397919","E"
"122761818","992233","2025-10-13 14:05:58","7397922","E"
"122761819","992224","2025-10-13 14:06:03","7397991","D"
"122761823","992220","2025-10-13 14:06:21","7397977","A"
"122761833","992144","2025-10-13 14:07:01","7397971","C"
"122761834","992212","2025-10-13 14:07:02","7397920","B"
"122761837","992212","2025-10-13 14:07:31","7397900","A"
"122761846","992220","2025-10-13 14:07:58","7397906","E"
"122761848","992144","2025-10-13 14:08:01","7397988","E"
"122761849","992233","2025-10-13 14:08:01","7397945","E"
"122761853","992210","2025-10-13 14:08:18","7397967","B"
"122761863","992218","2025-10-13 14:09:11","7397962","C"
"122761864","992234","2025-10-13 14:09:13","7397967","B"
"122761867","992220","2025-10-13 14:09:26","7397872","C"
"122761869","992233","2025-10-13 14:09:28","7397991","C"
"122761873","992171","2025-10-13 14:09:52","7397982","A"
"122761876","992233","2025-10-13 14:10:06","7397929","A"
"122761902","992167","2025-10-13 14:12:31","7397990","D"
"122761905","992220","2025-10-13 14:12:47","7397858","D"
"122761914","992234","2025-10-13 14:13:09","7397971","C"
"122761916","992132","2025-10-13 14:13:21","7397994","C"
"122761948","992198","2025-10-13 14:15:27","7397990","D"
"122761957","992238","2025-10-13 14:15:52","7397994","D"
"122761969","992167","2025-10-13 14:17:17","7397891","D"
"122761973","992239","2025-10-13 14:17:34","7398003","D"
"122761977","992238","2025-10-13 14:17:43","7397967","B"
"122761986","992167","2025-10-13 14:18:51","7397987","D"
"122761991","992203","2025-10-13 14:19:22","7397994","B"
"122761993","992239","2025-10-13 14:19:34","7398008","D"
"122761996","992238","2025-10-13 14:19:50","7397830","A"
"122761998","992163","2025-10-13 14:20:08","7398009","A"
"122762000","992220","2025-10-13 14:20:29","7397982","C"
"122762001","992241","2025-10-13 14:20:34","7397990","D"
"122762006","992238","2025-10-13 14:20:53","7397989","C"
"122762012","992163","2025-10-13 14:21:05","7398006","C"
"122762022","992242","2025-10-13 14:21:49","7398008","A"
"122762025","992218","2025-10-13 14:22:07","7398008","D"
"122762032","992238","2025-10-13 14:22:36","7397988","E"
"122762034","992244","2025-10-13 14:22:38","7398014","A"
"122762038","992163","2025-10-13 14:23:09","7398011","E"
"122762040","992203","2025-10-13 14:23:20","7397971","C"
"122762055","992237","2025-10-13 14:24:32","7398008","D"
"122762079","992237","2025-10-13 14:26:13","7398006","C"
"122762083","992244","2025-10-13 14:26:30","7398009","A"
"122762085","992246","2025-10-13 14:26:48","7398018","A"
"122762106","992242","2025-10-13 14:28:21","7397990","C"
"122762128","992246","2025-10-13 14:29:42","7398003","D"
"122762140","992220","2025-10-13 14:30:17","7398006","C"
"122762148","992248","2025-10-13 14:30:34","7398008","A"
"122762163","992244","2025-10-13 14:31:38","7398018","A"
"122762166","992248","2025-10-13 14:31:55","7398006","C"
"122762174","987558","2025-10-13 14:32:33","7397990","C"
"122762179","992227","2025-10-13 14:32:52","7397922","E"
"122762200","987558","2025-10-13 14:34:52","7398033","D"
"122762205","992248","2025-10-13 14:35:11","7398009","A"
"122762218","987558","2025-10-13 14:37:21","7397858","C"
"122762219","992249","2025-10-13 14:37:31","7397869","A"
"122762227","992227","2025-10-13 14:38:44","7398041","D"
"122762229","992248","2025-10-13 14:38:58","7398033","D"
"122762241","992249","2025-10-13 14:40:46","7397897","D"
"122762245","992254","2025-10-13 14:41:07","7398043","A"
"122762247","992249","2025-10-13 14:41:21","7398044","B"
"122762249","987558","2025-10-13 14:41:29","7397892","C"
"122762257","992220","2025-10-13 14:42:27","7397988","E"
"122762264","992225","2025-10-13 14:43:42","7398043","B"
"122762265","987558","2025-10-13 14:43:44","7397900","A"
"122762270","992220","2025-10-13 14:43:54","7397838","B"
"122762277","992236","2025-10-13 14:44:41","7398041","D"
"122762288","987558","2025-10-13 14:45:34","7398026","B"
"122762297","992247","2025-10-13 14:46:27","7397900","A"
"122762300","992227","2025-10-13 14:46:44","7398060","D"
"122762304","992236","2025-10-13 14:47:04","7398056","B"
"122762308","992261","2025-10-13 14:47:25","7398059","B"
"122762309","992235","2025-10-13 14:47:29","7398054","B"
"122762311","992197","2025-10-13 14:47:32","7398060","B"
"122762315","992194","2025-10-13 14:47:45","7397933","C"
"122762319","992260","2025-10-13 14:48:22","7398060","B"
"122762320","992247","2025-10-13 14:48:28","7398026","B"
"122762322","992220","2025-10-13 14:48:32","7397830","C"
"122762324","992225","2025-10-13 14:48:36","7397830","B"
"122762325","992235","2025-10-13 14:48:40","7398060","D"
"122762328","992132","2025-10-13 14:49:08","7397991","E"
"122762334","992247","2025-10-13 14:49:52","7398014","A"
"122762348","992261","2025-10-13 14:50:53","7398042","E"
"122762356","992247","2025-10-13 14:51:44","7397937","A"
"122762359","992261","2025-10-13 14:51:55","7398054","B"
"122762366","992227","2025-10-13 14:52:22","7398008","D"
"122762370","992260","2025-10-13 14:52:34","7398066","B"
"122762371","992262","2025-10-13 14:52:35","7398059","A"
"122762372","992225","2025-10-13 14:52:47","7398060","B"
"122762375","992266","2025-10-13 14:53:16","7398059","A"
"122762377","992235","2025-10-13 14:53:18","7397894","B"
"122762380","992266","2025-10-13 14:53:40","7398054","B"
"122762388","992261","2025-10-13 14:54:12","7397869","A"
"122762390","992266","2025-10-13 14:54:25","7398053","C"
"122762394","992194","2025-10-13 14:55:09","7397954","E"
"122762398","992225","2025-10-13 14:55:48","7398042","B"
"122762401","992261","2025-10-13 14:55:58","7398066","B"
"122762411","992261","2025-10-13 14:56:59","7398011","E"
"122762420","992132","2025-10-13 14:57:24","7398066","B"
"122762429","992132","2025-10-13 14:57:55","7398054","B"
"122762440","992239","2025-10-13 14:59:03","7398078","E"
"122762441","992225","2025-10-13 14:59:06","7398077","D"
"122762445","992132","2025-10-13 14:59:34","7398083","E"
"122762447","992262","2025-10-13 15:00:29","7398060","D"
"122762454","992225","2025-10-13 15:00:55","7397982","B"
"122762466","992225","2025-10-13 15:03:05","7397838","B"
"122762469","992254","2025-10-13 15:03:20","7398061","B"
"122762472","992257","2025-10-13 15:03:54","7398078","B"
"122762473","992254","2025-10-13 15:03:55","7398079","E"
"122762475","992132","2025-10-13 15:04:00","7398008","D"
"122762486","992194","2025-10-13 15:05:10","7397991","A"
"122762492","992257","2025-10-13 15:05:37","7397962","C"
"122762493","992254","2025-10-13 15:05:38","7398051","D"
"122762497","992192","2025-10-13 15:05:51","7398088","B"
"122762501","992225","2025-10-13 15:06:23","7397891","D"
"122762517","992132","2025-10-13 15:07:19","7398053","C"
"122762518","992254","2025-10-13 15:07:19","7398018","E"
"122762519","992225","2025-10-13 15:07:29","7397986","C"
"122762533","992192","2025-10-13 15:08:31","7398075","D"
"122762546","992254","2025-10-13 15:09:21","7397922","B"
"122762558","992194","2025-10-13 15:10:23","7397922","B"
"122762565","992272","2025-10-13 15:11:27","7398092","A"
"122762580","992271","2025-10-13 15:13:27","7398092","A"
"122762588","992272","2025-10-13 15:14:50","7398088","B"
"122762590","992202","2025-10-13 15:15:12","7398092","A"
"122762604","992194","2025-10-13 15:17:20","7397919","B"
"122762648","992271","2025-10-13 15:21:47","7398061","B"
"122762660","992202","2025-10-13 15:22:33","7398083","E"
"122762670","992275","2025-10-13 15:24:07","7398092","A"
"122762687","992194","2025-10-13 15:25:32","7397990","C"
"122762702","992269","2025-10-13 15:26:45","7398117","C"
"122762704","992194","2025-10-13 15:26:53","7397920","B"
"122762711","992141","2025-10-13 15:27:29","7398097","E"
"122762718","992269","2025-10-13 15:28:19","7398088","B"
"122762722","992235","2025-10-13 15:28:51","7397991","A"
"122762724","992276","2025-10-13 15:28:56","7398117","A"
"122762731","992275","2025-10-13 15:29:32","7398088","B"
"122762733","992276","2025-10-13 15:29:45","7397945","B"
"122762751","992276","2025-10-13 15:31:38","7397987","C"
"122762762","992141","2025-10-13 15:32:42","7398124","A"
"122762776","992276","2025-10-13 15:34:12","7398092","E"
"122762789","992276","2025-10-13 15:35:50","7397910","C"
"122762821","992235","2025-10-13 15:40:23","7397922","B"
"122762823","992219","2025-10-13 15:40:33","7398097","B"
"122762855","992274","2025-10-13 15:45:00","7398092","A"
"122762864","992235","2025-10-13 15:45:53","7397830","B"
"122762869","992279","2025-10-13 15:46:17","7398137","C"
"122762872","992265","2025-10-13 15:46:29","7397830","B"
"122762875","992274","2025-10-13 15:46:52","7398149","B"
"122762883","992286","2025-10-13 15:47:30","7398150","E"
"122762885","992265","2025-10-13 15:47:46","7397915","E"
"122762914","992286","2025-10-13 15:52:42","7397959","A"
"122762917","992291","2025-10-13 15:53:10","7398150","D"
"122762932","992291","2025-10-13 15:55:23","7398117","A"
"122762946","992279","2025-10-13 15:56:51","7398088","B"
"122762958","992206","2025-10-13 15:58:06","7398149","B"
"122762959","992291","2025-10-13 15:58:07","7398097","E"
"122762980","992291","2025-10-13 16:00:40","7398088","B"
"122762990","992290","2025-10-13 16:02:16","7398150","E"
"122762994","992291","2025-10-13 16:02:49","7398059","A"
"122762996","992206","2025-10-13 16:02:52","7397990","D"
"122762999","992292","2025-10-13 16:03:05","7398177","A"
"122763001","992290","2025-10-13 16:03:21","7398126","A"
"122763012","992292","2025-10-13 16:04:36","7398122","C"
"122763016","992206","2025-10-13 16:04:58","7397922","B"
"122763018","992290","2025-10-13 16:05:17","7398117","C"
"122763021","992285","2025-10-13 16:05:26","7398165","A"
"122763039","992294","2025-10-13 16:08:03","7398088","B"
"122763050","992294","2025-10-13 16:09:16","7398054","B"
"122763070","992285","2025-10-13 16:11:36","7398126","A"
"122763074","992191","2025-10-13 16:12:03","7398149","B"
"122763079","992179","2025-10-13 16:12:41","7398137","C"
"122763087","992298","2025-10-13 16:13:50","7398183","A"
"122763090","992284","2025-10-13 16:14:02","7398179","C"
"122763091","992179","2025-10-13 16:14:06","7397967","B"
"122763099","992298","2025-10-13 16:15:29","7398178","B"
"122763107","992179","2025-10-13 16:16:53","7398149","B"
"122763113","992298","2025-10-13 16:17:23","7398088","B"
"122763116","992191","2025-10-13 16:17:38","7398179","C"
"122763138","992284","2025-10-13 16:20:05","7398183","B"
"122763140","992285","2025-10-13 16:20:17","7398149","B"
"122763186","987550","2025-10-13 16:24:35","7397830","A"
"122763223","987550","2025-10-13 16:28:44","7397894","B"
"122763244","987550","2025-10-13 16:32:19","7397933","C"
"122763258","992184","2025-10-13 16:34:21","7398127","B"
"122763277","992184","2025-10-13 16:36:13","7398193","C"
"122763287","992154","2025-10-13 16:37:49","7398225","C"
"122763290","992294","2025-10-13 16:37:56","7398193","C"
"122763292","992310","2025-10-13 16:38:16","7398137","C"
"122763293","992184","2025-10-13 16:38:19","7398264","B"
"122763295","992288","2025-10-13 16:38:23","7398259","B"
"122763307","992154","2025-10-13 16:39:36","7397933","C"
"122763325","992184","2025-10-13 16:41:10","7398075","D"
"122763334","992288","2025-10-13 16:42:20","7397922","E"
"122763376","992293","2025-10-13 16:47:10","7398225","C"
"122763391","992304","2025-10-13 16:48:20","7398290","C"
"122763395","992301","2025-10-13 16:48:47","7398246","A"
"122763396","992293","2025-10-13 16:48:52","7398193","C"
"122763406","992301","2025-10-13 16:50:05","7398294","A"
"122763408","992315","2025-10-13 16:50:20","7397830","A"
"122763410","992295","2025-10-13 16:50:34","7398252","B"
"122763412","992304","2025-10-13 16:50:37","7398246","A"
"122763416","992176","2025-10-13 16:51:06","7398294","A"
"122763427","992176","2025-10-13 16:52:33","7398054","B"
"122763429","992315","2025-10-13 16:52:42","7398246","D"
"122763432","992295","2025-10-13 16:52:49","7398294","A"
"122763433","992301","2025-10-13 16:53:00","7398289","B"
"122763440","992295","2025-10-13 16:54:29","7398246","A"
"122763444","992315","2025-10-13 16:54:58","7398294","A"
"122763445","992273","2025-10-13 16:55:14","7398189","D"
"122763448","992310","2025-10-13 16:55:35","7397991","A"
"122763450","992308","2025-10-13 16:56:06","7398292","B"
"122763463","992304","2025-10-13 16:58:01","7398291","C"
"122763464","992309","2025-10-13 16:58:01","7398092","A"
"122763469","992309","2025-10-13 16:59:08","7398246","A"
"122763472","992273","2025-10-13 16:59:49","7398006","C"
"122763475","992308","2025-10-13 17:00:53","7398289","B"
"122763478","992300","2025-10-13 17:01:20","7398320","E"
"122763483","992304","2025-10-13 17:02:26","7398256","B"
"122763484","992302","2025-10-13 17:02:36","7398318","E"
"122763497","992292","2025-10-13 17:06:04","7398225","C"
"122763498","992299","2025-10-13 17:06:27","7398178","B"
"122763504","992227","2025-10-13 17:07:15","7398259","D"
"122763535","992302","2025-10-13 17:12:22","7398256","C"
"122763539","992300","2025-10-13 17:12:49","7398075","D"
"122763546","992170","2025-10-13 17:13:28","7398259","D"
"122763549","992296","2025-10-13 17:13:52","7398320","E"
"122763554","992299","2025-10-13 17:14:21","7398320","E"
"122763558","992227","2025-10-13 17:14:56","7398149","B"
"122763574","992302","2025-10-13 17:17:38","7398246","A"
"122763583","992170","2025-10-13 17:18:36","7398117","C"
"122763588","992321","2025-10-13 17:19:05","7398341","D"
"122763599","992302","2025-10-13 17:20:08","7398150","E"
"122763601","992296","2025-10-13 17:20:15","7398289","B"
"122763603","992305","2025-10-13 17:20:21","7398338","C"
"122763607","992321","2025-10-13 17:20:47","7398127","B"
"122763615","992317","2025-10-13 17:21:25","7398346","B"
"122763623","992321","2025-10-13 17:21:50","7398343","A"
"122763626","992296","2025-10-13 17:22:03","7398246","A"
"122763632","992305","2025-10-13 17:22:53","7398329","B"
"122763633","992176","2025-10-13 17:22:53","7398349","A"
"122763638","992326","2025-10-13 17:23:31","7398346","B"
"122763645","992317","2025-10-13 17:24:15","7398246","A"
"122763659","992326","2025-10-13 17:25:42","7398329","B"
"122763667","992170","2025-10-13 17:26:26","7398329","B"
"122763678","992309","2025-10-13 17:29:21","7398343","B"
"122763694","992262","2025-10-13 17:32:45","7398341","A"
"122763695","992309","2025-10-13 17:33:20","7398349","B"
"122763714","992262","2025-10-13 17:37:37","7398338","B"
"122763724","992316","2025-10-13 17:39:58","7398329","B"
"122763726","992262","2025-10-13 17:40:28","7398360","B"
"122763737","992262","2025-10-13 17:42:11","7398343","B"
"122763742","992316","2025-10-13 17:42:41","7397922","B"
"122763752","992262","2025-10-13 17:44:15","7398323","B"
"122763755","992309","2025-10-13 17:44:43","7398338","C"
"122763759","992329","2025-10-13 17:45:30","7398346","B"
"122763769","992316","2025-10-13 17:48:01","7398386","D"
"122763781","992333","2025-10-13 17:50:30","7398386","D"
"122763783","992262","2025-10-13 17:50:42","7398386","D"
"122763789","992329","2025-10-13 17:51:25","7398338","C"
"122763800","992333","2025-10-13 17:53:15","7398208","C"
"122763802","992316","2025-10-13 17:53:21","7398394","A"
"122763813","992333","2025-10-13 17:54:32","7398097","D"
"122763832","992316","2025-10-13 17:56:48","7398399","E"
"122763887","992231","2025-10-13 18:06:30","7398399","D"
"122763913","992340","2025-10-13 18:13:08","7398399","E"
"122763924","992340","2025-10-13 18:16:00","7398394","E"
"122763936","992341","2025-10-13 18:18:09","7398351","B"
"122763951","992336","2025-10-13 18:19:37","7398399","D"
"122763954","992341","2025-10-13 18:20:11","7398246","A"
"122763962","992336","2025-10-13 18:21:59","7398394","B"
"122763967","992341","2025-10-13 18:22:38","7398315","C"
"122763985","992323","2025-10-13 18:24:29","7397922","B"
"122763991","992341","2025-10-13 18:25:21","7398092","A"
"122764036","992338","2025-10-13 18:32:46","7398320","B"
"122764045","992347","2025-10-13 18:34:07","7398446","A"
"122764055","992186","2025-10-13 18:36:37","7398448","C"
"122764056","992338","2025-10-13 18:36:38","7398448","C"
"122764064","992339","2025-10-13 18:37:22","7398457","C"
"122764067","992186","2025-10-13 18:38:12","7398179","C"
"122764070","992338","2025-10-13 18:38:25","7398399","D"
"122764075","992186","2025-10-13 18:38:46","7398329","B"
"122764080","992339","2025-10-13 18:39:17","7398360","B"
"122764085","992338","2025-10-13 18:39:52","7398289","B"
"122764088","992186","2025-10-13 18:40:13","7398399","D"
"122764095","992346","2025-10-13 18:40:49","7398446","A"
"122764139","992334","2025-10-13 18:47:44","7398349","B"
"122764141","992200","2025-10-13 18:47:46","7398472","B"
"122764148","992200","2025-10-13 18:48:56","7397988","E"
"122764155","992334","2025-10-13 18:50:57","7398322","C"
"122764157","992344","2025-10-13 18:51:12","7398472","B"
"122764165","992334","2025-10-13 18:53:55","7398453","A"
"122764172","992344","2025-10-13 18:56:05","7398438","C"
"122764177","992332","2025-10-13 18:59:36","7398374","E"
"122764183","992346","2025-10-13 19:01:40","7397910","C"
"122764184","992259","2025-10-13 19:01:46","7397838","B"
"122764185","992332","2025-10-13 19:01:46","7397994","B"
"122764196","992332","2025-10-13 19:03:19","7397987","C"
"122764197","992346","2025-10-13 19:03:20","7398178","B"
"122764203","992259","2025-10-13 19:04:19","7398088","B"
"122764208","992259","2025-10-13 19:05:07","7398053","C"
"122764216","992332","2025-10-13 19:06:32","7398473","B"
"122764226","992332","2025-10-13 19:08:03","7398457","C"
"122764236","992332","2025-10-13 19:10:51","7398329","C"
"122764243","992332","2025-10-13 19:12:04","7398014","A"
"122764247","992332","2025-10-13 19:12:51","7398471","E"
"122764286","992337","2025-10-13 19:27:59","7398487","C"
"122764291","992337","2025-10-13 19:29:42","7398246","A"
"122764298","992361","2025-10-13 19:31:42","7398472","B"
"122764308","992355","2025-10-13 19:33:29","7398472","B"
"122764315","992361","2025-10-13 19:35:05","7398473","A"
"122764316","992363","2025-10-13 19:35:17","7398487","C"
"122764324","992361","2025-10-13 19:36:36","7398542","B"
"122764329","992361","2025-10-13 19:37:31","7398264","B"
"122764339","992363","2025-10-13 19:38:35","7398446","A"
"122764369","992359","2025-10-13 19:42:07","7398472","E"
"122764374","992362","2025-10-13 19:42:34","7398542","A"
"122764393","992362","2025-10-13 19:44:27","7398457","A"
"122764394","992269","2025-10-13 19:44:34","7398471","E"
"122764399","992363","2025-10-13 19:44:52","7398259","B"
"122764407","992269","2025-10-13 19:45:27","7397858","C"
"122764419","992362","2025-10-13 19:46:20","7398346","B"
"122764424","992269","2025-10-13 19:46:29","7398453","A"
"122764426","992235","2025-10-13 19:46:36","7398542","C"
"122764429","992291","2025-10-13 19:46:43","7398487","C"
"122764442","992365","2025-10-13 19:47:37","7397933","A"
"122764444","992235","2025-10-13 19:47:45","7397939","C"
"122764446","992370","2025-10-13 19:47:51","7398473","D"
"122764452","992370","2025-10-13 19:48:51","7398542","A"
"122764461","992370","2025-10-13 19:50:09","7398471","B"
"122764465","992359","2025-10-13 19:50:32","7398341","D"
"122764471","992374","2025-10-13 19:51:03","7398537","A"
"122764472","992235","2025-10-13 19:51:05","7398573","B"
"122764481","992365","2025-10-13 19:51:49","7397915","E"
"122764486","992370","2025-10-13 19:52:15","7397890","B"
"122764492","992148","2025-10-13 19:52:52","7398537","C"
"122764495","992235","2025-10-13 19:52:59","7398343","D"
"122764499","992148","2025-10-13 19:53:28","7398530","A"
"122764504","992148","2025-10-13 19:53:59","7398487","C"
"122764508","992235","2025-10-13 19:54:23","7398537","A"
"122764517","992148","2025-10-13 19:55:23","7398573","C"
"122764518","992235","2025-10-13 19:55:26","7398536","A"
"122764524","992148","2025-10-13 19:56:00","7398472","A"
"122764526","992365","2025-10-13 19:56:26","7397892","D"
"122764528","992374","2025-10-13 19:56:36","7398530","B"
"122764533","992148","2025-10-13 19:56:59","7398457","C"
"122764534","992235","2025-10-13 19:57:00","7398480","B"
"122764536","992291","2025-10-13 19:57:23","7398542","A"
"122764546","992148","2025-10-13 19:58:19","7398473","B"
"122764549","992148","2025-10-13 19:58:43","7398462","A"
"122764565","992235","2025-10-13 20:01:31","7398478","A"
"122764570","992374","2025-10-13 20:02:11","7398536","D"
