file,table_index,id,status,reason,bloom_tag,difficulty_tag,difficulty_mapped,course_level,skill_tag,topic_tag,choices_count,has_correct_choice,has_question,raw_tags
questions-p1.html,12,canterbury-633227,excluded,missing_or_invalid_difficulty,2,,,CS1,Skill-Trace_IncludesExpressions,TopicSimon-LogicalOperators,5,yes,yes,"Contributor_Chris_Johnson, ATT-Transition-Code_to_English, Skill-Trace_IncludesExpressions, ATT-Type-How, Block-Horizontal-2-Struct_Control, Block-Vertical-4-Macro-Structure, Language-Java, Bloom-2-Comprehension, TopicSimon-LogicalOperators, CS1, LinguisticComplexity-1-Low, TopicSimon-MethodsFuncsProcs, CodeLength-lines-06-to-24_Medium, ConceptualComplexity-1-Low, Nested-Block-Depth-0-no_ifs_loops"
questions-p1.html,13,canterbury-633298,kept,,1,1,easy,CS2,Skill-PureKnowledgeRecall,TopicSimon-CollectionsExceptArray,5,yes,yes,"Contributor_Chris_Johnson, ATT-Transition-ApplyCSspeak, Skill-PureKnowledgeRecall, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, Block-Vertical-1-Atom, TopicSimon-CollectionsExceptArray, Bloom-1-Knowledge, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, ConceptualComplexity-2-Medium, TopicWG-Trees-Other, Nested-Block-Depth-0-no_ifs_loops"
questions-p1.html,14,canterbury-634959,excluded,missing_or_invalid_bloom,5,2,medium,,Skill-DesignProgramWithoutCoding,TopicSimon-ProgramDesign,5,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Kate_Sanders, Skill-DesignProgramWithoutCoding, ATT-Type-How, Difficulty-2-Medium, Block-Horizontal-3-Funct_ProgGoal, ExternalDomainReferences-2-Medium, Block-Vertical-4-Macro-Structure, Bloom-5-Synthesis, Language-none-none-none, LinguisticComplexity-2-Medium, CSother, CodeLength-NotApplicable, TopicSimon-ProgramDesign, Nested-Block-Depth-0-no_ifs_loops"
questions-p1.html,15,canterbury-634960,excluded,missing_or_invalid_bloom,,2,medium,CS2,SkillWG-AnalyzeCode,TopicWG-Trees-Other,5,yes,yes,"ATT-Transition-CSspeak_to_English, Contributor_Robert_McCartney, ATT-Type-How, SkillWG-AnalyzeCode, Difficulty-2-Medium, Language-none-none-none, CS2, ConceptualComplexity-1-Low, TopicWG-Trees-Other"
questions-p1.html,16,canterbury-633228,kept,,2,1,easy,CS1,Skill-Trace_IncludesExpressions,TopicSimon-LogicalOperators,5,yes,yes,"Contributor_Chris_Johnson, ATT-Transition-Code_to_English, Skill-Trace_IncludesExpressions, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, Block-Vertical-4-Macro-Structure, Language-Java, Bloom-2-Comprehension, TopicSimon-LogicalOperators, CS1, LinguisticComplexity-1-Low, TopicSimon-MethodsFuncsProcs, CodeLength-lines-06-to-24_Medium, ConceptualComplexity-1-Low, Nested-Block-Depth-0-no_ifs_loops"
questions-p1.html,17,canterbury-633895,kept,,3,2,medium,CS2,,TopicWG-ChoosingAppropriateDS,4,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Elizabeth_Patitsas, ATT-Type-How, Difficulty-2-Medium, ExternalDomainReferences-1-Low, TopicWG-ChoosingAppropriateDS, TopicWG-Hashing-HashTables, Bloom-3-Analysis, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable"
questions-p1.html,18,canterbury-634955,excluded,missing_or_invalid_bloom,,2,medium,CS2,,TopicWG-Trees-Other,5,yes,yes,"ATT-Transition-CSspeak_to_English, Contributor_Robert_McCartney, Difficulty-2-Medium, Language-none-none-none, CS2, CodeLength-NotApplicable, TopicWG-Trees-Other"
questions-p1.html,19,canterbury-633618,kept,,3,1,easy,CS2,,TopicSimon-AlgorithmComplex-BigO,2,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Jaime_Spacco, ATT-Type-How, Difficulty-1-Low, TopicSimon-AlgorithmComplex-BigO, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, TopicWG-Graphs, Block-Vertical-4-Macro-Structure, Bloom-3-Analysis, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, ConceptualComplexity-2-Medium, Nested-Block-Depth-0-no_ifs_loops"
questions-p1.html,20,canterbury-634944,excluded,missing_or_invalid_bloom,4,2,medium,CS1,Skill-PureKnowledgeRecall,TopicSimon-AlgorithmComplex-BigO,5,yes,yes,"Nested-Block-Depth-2-two-nested, ATT-Transition-Code_to_CSspeak, Contributor_Michael_Goldweber, Skill-PureKnowledgeRecall, ATT-Type-How, Difficulty-2-Medium, TopicSimon-AlgorithmComplex-BigO, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, Bloom-4-Application, Language-none-none-none, CS1, LinguisticComplexity-1-Low, CodeLength-NotApplicable, TopicWG-Sorting-Quadratic"
questions-p1.html,21,canterbury-634947,excluded,missing_or_invalid_bloom,4,2,medium,CS1,Skill-PureKnowledgeRecall,TopicSimon-AlgorithmComplex-BigO,5,yes,yes,"Nested-Block-Depth-2-two-nested, ATT-Transition-Code_to_CSspeak, Contributor_Michael_Goldweber, Skill-PureKnowledgeRecall, ATT-Type-How, Difficulty-2-Medium, TopicSimon-AlgorithmComplex-BigO, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, Block-Vertical-4-Macro-Structure, Bloom-4-Application, Language-none-none-none, CS1, LinguisticComplexity-1-Low, CodeLength-NotApplicable, TopicWG-Sorting-Quadratic"
questions-p1.html,22,canterbury-633400,kept,,1,1,easy,CS1,Skill-Trace_IncludesExpressions,TopicSimon-DataTypesAndVariables,5,yes,yes,"Contributor_Chris_Johnson, ATT-Transition-CSspeak_to_Code, Skill-Trace_IncludesExpressions, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-1-Struct_Text, ExternalDomainReferences-1-Low, Block-Vertical-1-Atom, TopicSimon-DataTypesAndVariables, Bloom-1-Knowledge, Language-Java, CS1, LinguisticComplexity-1-Low, CodeLength-lines-00-to-06_Low, ConceptualComplexity-1-Low, Nested-Block-Depth-0-no_ifs_loops"
questions-p1.html,23,canterbury-633397,kept,,2,1,easy,CS2,Skill-PureKnowledgeRecall,TopicSimon-Arrays,5,yes,yes,"Contributor_Chris_Johnson, ATT-Transition-ApplyCSspeak, Skill-PureKnowledgeRecall, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, TopicSimon-Arrays, Block-Vertical-2-Block, Bloom-2-Comprehension, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, TopicWG-Searching-Binary, ConceptualComplexity-2-Medium, Nested-Block-Depth-0-no_ifs_loops"
questions-p1.html,24,canterbury-634952,excluded,missing_or_invalid_bloom,,2,medium,CS2,,TopicWG-Trees-Other,5,yes,yes,"ATT-Transition-CSspeak_to_English, Contributor_Robert_McCartney, ATT-Type-How, Difficulty-2-Medium, Language-none-none-none, CS2, CodeLength-NotApplicable, TopicWG-Trees-Other"
questions-p1.html,25,canterbury-632111,excluded,missing_or_invalid_bloom,,,,,,,4,yes,yes,
questions-p1.html,26,canterbury-634167,kept,,1,2,medium,CS2,Skill-WriteCode_MeansChooseOption,TopicSimon-Assignment,5,yes,yes,"Contributor_Elizabeth_Patitsas, ATT-Transition-CSspeak_to_Code, Skill-WriteCode_MeansChooseOption, ATT-Type-How, Difficulty-2-Medium, Block-Horizontal-1-Struct_Text, ExternalDomainReferences-1-Low, TopicSimon-Assignment, Block-Vertical-2-Block, Language-C, TopicSimon-DataTypesAndVariables, Bloom-1-Knowledge, LinguisticComplexity-1-Low, CS2, TopicWG-Pointers-ButNotReferences, CodeLength-lines-00-to-06_Low, Nested-Block-Depth-0-no_ifs_loops"
questions-p1.html,27,canterbury-632105,excluded,missing_or_invalid_bloom,,,,,,,4,yes,yes,
questions-p1.html,28,canterbury-632090,kept,,2,1,easy,CS1,Skill-Trace_IncludesExpressions,TopicSimon-ArithmeticOperators,5,yes,yes,"Contributor_Tony_Clear, Skill-Trace_IncludesExpressions, Difficulty-1-Low, Block-Horizontal-1-Struct_Text, TopicSimon-ArithmeticOperators, TopicSimon-Assignment, Block-Vertical-2-Block, Language-C, Bloom-2-Comprehension, CS1, CodeLength-lines-00-to-06_Low"
questions-p1.html,29,canterbury-635019,kept,,3,1,easy,CS2,Skill-Trace_IncludesExpressions,TopicWG-ADT-Queue-DefInterfaceUse,5,yes,yes,"ATT-Transition-Code_to_CSspeak, Contributor_Robert_McCartney, TopicWG-ADT-Queue-DefInterfaceUse, Skill-Trace_IncludesExpressions, ATT-Type-How, Difficulty-1-Low, Language-Java, Bloom-3-Analysis, CS1, CS2, CodeLength-lines-06-to-24_Medium, TopicSimon-Strings"
questions-p1.html,30,canterbury-634151,kept,,1,1,easy,CS2,Skill-PureKnowledgeRecall,TopicWG-Runtime-StorageManagement,4,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Elizabeth_Patitsas, Skill-PureKnowledgeRecall, ATT-Type-How, Difficulty-1-Low, ExternalDomainReferences-1-Low, Language-C, Language-Cplusplus, Bloom-1-Knowledge, LinguisticComplexity-1-Low, CS2, TopicWG-Runtime-StorageManagement, CodeLength-NotApplicable, ConceptualComplexity-1-Low"
questions-p1.html,31,canterbury-634145,kept,,1,1,easy,CS2,,TopicWG-Graphs,4,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Elizabeth_Patitsas, ATT-Type-How, Difficulty-1-Low, ExternalDomainReferences-1-Low, TopicWG-Graphs, Bloom-1-Knowledge, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, ConceptualComplexity-1-Low"
questions-p1.html,32,canterbury-633268,kept,,3,2,medium,CS2,SkillWG-AnalyzeCode,TopicSimon-AlgorithmComplex-BigO,5,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Jaime_Spacco, SkillWG-AnalyzeCode, ATT-Type-Why, Difficulty-2-Medium, TopicSimon-AlgorithmComplex-BigO, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, TopicWG-Graphs, Block-Vertical-4-Macro-Structure, Bloom-3-Analysis, Language-none-none-none, CS2, LinguisticComplexity-2-Medium, CodeLength-NotApplicable, ConceptualComplexity-2-Medium, TopicWG-Trees-Other, Nested-Block-Depth-0-no_ifs_loops"
questions-p1.html,33,canterbury-630945,excluded,missing_or_invalid_bloom,5,2,medium,CS2,Skill-DesignProgramWithoutCoding,TopicSimon-ProgramDesign,5,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Kate_Sanders, Skill-DesignProgramWithoutCoding, ATT-Type-How, Difficulty-2-Medium, Block-Horizontal-3-Funct_ProgGoal, ExternalDomainReferences-2-Medium, Block-Vertical-4-Macro-Structure, Bloom-5-Synthesis, Language-none-none-none, CS2, LinguisticComplexity-2-Medium, CodeLength-NotApplicable, TopicSimon-ProgramDesign, ConceptualComplexity-2-Medium, Nested-Block-Depth-0-no_ifs_loops"
questions-p1.html,34,canterbury-630947,excluded,missing_or_invalid_bloom,5,2,medium,CS2,Skill-DesignProgramWithoutCoding,TopicSimon-ProgramDesign,5,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Kate_Sanders, Skill-DesignProgramWithoutCoding, ATT-Type-How, Difficulty-2-Medium, Block-Horizontal-3-Funct_ProgGoal, ExternalDomainReferences-2-Medium, Block-Vertical-4-Macro-Structure, Bloom-5-Synthesis, Language-none-none-none, CS2, LinguisticComplexity-3-High, CodeLength-NotApplicable, TopicSimon-ProgramDesign, Nested-Block-Depth-0-no_ifs_loops"
questions-p1.html,35,canterbury-633266,kept,,2,1,easy,CS2,Skill-PureKnowledgeRecall,TopicSimon-AlgorithmComplex-BigO,5,yes,yes,"Contributor_Chris_Johnson, ATT-Transition-ApplyCSspeak, Skill-PureKnowledgeRecall, ATT-Type-How, Difficulty-1-Low, TopicSimon-AlgorithmComplex-BigO, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, Block-Vertical-4-Macro-Structure, Bloom-2-Comprehension, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, ConceptualComplexity-2-Medium, Nested-Block-Depth-0-no_ifs_loops"
questions-p1.html,36,canterbury-633260,kept,,3,1,easy,CS2,Skill-PureKnowledgeRecall,TopicSimon-AlgorithmComplex-BigO,5,yes,yes,"Contributor_Chris_Johnson, ATT-Transition-ApplyCSspeak, Skill-PureKnowledgeRecall, ATT-Type-How, Difficulty-1-Low, TopicSimon-AlgorithmComplex-BigO, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, TopicWG-Graphs, Block-Vertical-4-Macro-Structure, Bloom-3-Analysis, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, ConceptualComplexity-1-Low, Nested-Block-Depth-0-no_ifs_loops"
questions-p1.html,37,canterbury-634147,kept,,1,2,medium,CS2,,TopicWG-Sorting-NlogN,4,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Elizabeth_Patitsas, ATT-Type-Why, Difficulty-2-Medium, ExternalDomainReferences-1-Low, Bloom-1-Knowledge, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, TopicWG-Sorting-NlogN, ConceptualComplexity-1-Low"
questions-p1.html,38,canterbury-633259,kept,,3,1,easy,CS2,Skill-PureKnowledgeRecall,TopicSimon-AlgorithmComplex-BigO,5,yes,yes,"Contributor_Chris_Johnson, ATT-Transition-ApplyCSspeak, Skill-PureKnowledgeRecall, ATT-Type-How, Difficulty-1-Low, TopicSimon-AlgorithmComplex-BigO, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, TopicWG-Graphs, Block-Vertical-4-Macro-Structure, Bloom-3-Analysis, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, ConceptualComplexity-2-Medium, Nested-Block-Depth-0-no_ifs_loops"
questions-p1.html,39,canterbury-633257,kept,,2,1,easy,CS2,Skill-PureKnowledgeRecall,TopicSimon-AlgorithmComplex-BigO,5,yes,yes,"Contributor_Chris_Johnson, ATT-Transition-ApplyCSspeak, Skill-PureKnowledgeRecall, ATT-Type-How, Difficulty-1-Low, TopicSimon-AlgorithmComplex-BigO, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, Block-Vertical-2-Block, Bloom-2-Comprehension, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, ConceptualComplexity-1-Low, Nested-Block-Depth-0-no_ifs_loops"
questions-p1.html,40,canterbury-633245,kept,,2,2,medium,CS2,Skill-PureKnowledgeRecall,TopicSimon-AlgorithmComplex-BigO,5,yes,yes,"Contributor_Chris_Johnson, ATT-Transition-ApplyCSspeak, Skill-PureKnowledgeRecall, ATT-Type-How, Difficulty-2-Medium, TopicSimon-AlgorithmComplex-BigO, Block-Horizontal-2-Struct_Control, Block-Vertical-3-Relations, Bloom-2-Comprehension, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, ConceptualComplexity-2-Medium, Nested-Block-Depth-0-no_ifs_loops"
questions-p1.html,41,canterbury-635006,excluded,missing_or_invalid_bloom,,2,medium,CS1,,TopicSimon-Arrays,5,yes,yes,"Contributor_Robert_McCartney, ATT-Type-How, Difficulty-2-Medium, TopicSimon-Arrays, TopicSimon-Assignment, Language-Java, CS1, LinguisticComplexity-1-Low, CodeLength-lines-06-to-24_Medium, Nested-Block-Depth-1"
questions-p1.html,42,canterbury-633279,kept,,3,2,medium,CS2,SkillWG-AnalyzeCode,TopicSimon-ProgrammingStandards,4,yes,yes,"Contributor_Elizabeth_Patitsas, ATT-Transition-Code_to_CSspeak, ATT-Type-How, SkillWG-AnalyzeCode, Difficulty-2-Medium, ExternalDomainReferences-1-Low, Block-Horizontal-3-Funct_ProgGoal, Block-Vertical-3-Relations, Language-C, Bloom-3-Analysis, LinguisticComplexity-1-Low, CS2, CodeLength-lines-00-to-06_Low, TopicSimon-ProgrammingStandards, ConceptualComplexity-1-Low, Nested-Block-Depth-0-no_ifs_loops, TopicSimon-Testing"
questions-p1.html,43,canterbury-629623,excluded,missing_or_invalid_bloom,5,2,medium,CS1,Skill-DesignProgramWithoutCoding,TopicSimon-OOconcepts,5,yes,yes,"Contributor_Kate_Sanders, Skill-DesignProgramWithoutCoding, ATT-Transition-English_to_CSspeak, Contributor_Stephen_Edwards, ATT-Type-How, Difficulty-2-Medium, ExternalDomainReferences-2-Medium, Block-Vertical-3-Relations, Language-Java, Bloom-5-Synthesis, CS1, LinguisticComplexity-1-Low, TopicSimon-OOconcepts, CodeLength-lines-00-to-06_Low, ConceptualComplexity-2-Medium, Nested-Block-Depth-0-no_ifs_loops"
questions-p1.html,44,canterbury-629642,excluded,missing_or_invalid_bloom,,,,,,,5,yes,yes,Contributor_Robert_McCartney
questions-p1.html,45,canterbury-629645,excluded,missing_or_invalid_bloom,5,2,medium,CS1,Skill-DesignProgramWithoutCoding,TopicSimon-OOconcepts,5,yes,yes,"Contributor_Kate_Sanders, Skill-DesignProgramWithoutCoding, ATT-Transition-English_to_CSspeak, ATT-Type-How, Difficulty-2-Medium, Block-Horizontal-1-Struct_Text, ExternalDomainReferences-2-Medium, Block-Vertical-3-Relations, Language-Java, Bloom-5-Synthesis, CS1, LinguisticComplexity-2-Medium, TopicSimon-OOconcepts, CodeLength-lines-00-to-06_Low, ConceptualComplexity-2-Medium, Nested-Block-Depth-0-no_ifs_loops"
questions-p1.html,46,canterbury-632075,excluded,missing_or_invalid_bloom,,2,medium,CS1,Skill-DebugCode,TopicSimon-Params-SubsumesMethods,5,yes,yes,"Skill-DebugCode, Contributor_Tony_Clear, Difficulty-2-Medium, Block-Horizontal-1-Struct_Text, Block-Horizontal-2-Struct_Control, Block-Vertical-2-Block, Language-C, CS1, TopicSimon-Params-SubsumesMethods, CodeLength-lines-06-to-24_Medium"
questions-p1.html,47,canterbury-635015,kept,,1,1,easy,CS1,Skill-PureKnowledgeRecall,TopicWG-Numeric-Int-Representatio,5,yes,yes,"ATT-Transition-CSspeak_to_English, Contributor_Michael_Goldweber, Skill-PureKnowledgeRecall, ATT-Type-How, Difficulty-1-Low, ExternalDomainReferences-1-Low, Bloom-1-Knowledge, Language-none-none-none, TopicWG-Numeric-Int-Representatio, CS1, CodeLength-NotApplicable, Nested-Block-Depth-0-no_ifs_loops"
questions-p1.html,48,canterbury-632068,kept,,2,2,medium,CS1,Skill-Trace_IncludesExpressions,TopicSimon-IO,5,yes,yes,"Contributor_Tony_Clear, Skill-Trace_IncludesExpressions, Difficulty-2-Medium, Block-Horizontal-2-Struct_Control, Block-Vertical-2-Block, Language-C, Bloom-2-Comprehension, TopicSimon-IO, CS1, TopicSimon-Params-SubsumesMethods, CodeLength-lines-06-to-24_Medium"
questions-p1.html,49,canterbury-633240,kept,,3,1,easy,CS2,Skill-PureKnowledgeRecall,TopicSimon-CollectionsExceptArray,5,yes,yes,"Contributor_Chris_Johnson, ATT-Transition-ApplyCSspeak, Skill-PureKnowledgeRecall, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, Block-Vertical-2-Block, TopicSimon-CollectionsExceptArray, Bloom-3-Analysis, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, ConceptualComplexity-2-Medium, TopicWG-Trees-Search-Balanced, Nested-Block-Depth-0-no_ifs_loops"
questions-p1.html,50,canterbury-634971,kept,,2,1,easy,CS2,,TopicSimon-ProgramDesign,5,yes,yes,"ATT-Transition-English_to_CSspeak, Contributor_Robert_McCartney, ATT-Type-How, Difficulty-1-Low, Language-Java, Bloom-2-Comprehension, CS1, CS2, TopicSimon-ProgramDesign"
questions-p1.html,51,canterbury-629971,excluded,missing_or_invalid_bloom,5,2,medium,CS1,Skill-DesignProgramWithoutCoding,TopicSimon-DataTypesAndVariables,5,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Kate_Sanders, Skill-DesignProgramWithoutCoding, ATT-Type-How, Difficulty-2-Medium, Block-Horizontal-3-Funct_ProgGoal, ExternalDomainReferences-2-Medium, Block-Vertical-1-Atom, TopicSimon-DataTypesAndVariables, Language-Java, Bloom-5-Synthesis, CS1, LinguisticComplexity-1-Low, TopicSimon-OOconcepts, CodeLength-NotApplicable, TopicSimon-ProgramDesign, ConceptualComplexity-2-Medium, Nested-Block-Depth-0-no_ifs_loops"
questions-p1.html,52,canterbury-633256,kept,,3,2,medium,CS2,,TopicSimon-AlgorithmComplex-BigO,5,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Jaime_Spacco, ATT-Type-Why, Difficulty-2-Medium, TopicSimon-AlgorithmComplex-BigO, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, TopicWG-Graphs, Block-Vertical-4-Macro-Structure, Bloom-3-Analysis, Language-none-none-none, CS2, LinguisticComplexity-2-Medium, CodeLength-NotApplicable, ConceptualComplexity-2-Medium, TopicWG-Trees-Other, Nested-Block-Depth-0-no_ifs_loops"
